MTV点歌78,#genre#
梁静茹-我还记得,http://em.21dtv.com/songs/60045463.mkv
LEANN RIMES-what have i done(演唱会),http://em.21dtv.com/songs/60074112.mkv
吴琼-我会回来,http://em.21dtv.com/songs/60099146.mkv
李晶涵-我会很好,http://em.21dtv.com/songs/60102344.mkv
郑秀文-我好感动,http://em.21dtv.com/songs/60090259.mkv
吴美英+彭炽权-五湖泛舟(2)(戏曲),http://em.21dtv.com/songs/60092462.mkv
吴美英+彭炽权-五湖泛舟(1)(戏曲),http://em.21dtv.com/songs/60092461.mkv
盖鸣晖+吴美英-五湖泛舟,http://em.21dtv.com/songs/60047645.mkv
侯延彬-午后分手,http://em.21dtv.com/songs/60078477.mkv
王杰-为何分离(演唱会),http://em.21dtv.com/songs/60043865.mkv
容祖儿-我好得闲,http://em.21dtv.com/songs/60125415.mkv
容祖儿-我好得闲,http://em.21dtv.com/songs/60119440.mkv
徐贤-我会等你,http://em.21dtv.com/songs/60112707.mkv
赵建林-我喝多啦,http://em.21dtv.com/songs/60126232.mkv
周传雄-无悔缠绵,http://em.21dtv.com/songs/60047137.mkv
屠洪纲-卧虎藏龙,http://em.21dtv.com/songs/60087729.mkv
佚名-我和班长,http://em.21dtv.com/songs/60045513.mkv
郑智化-未婚爸爸,http://em.21dtv.com/songs/60044238.mkv
区密-我还爱你,http://em.21dtv.com/songs/60125238.mkv
汪思妍-我还爱你,http://em.21dtv.com/songs/60114644.mkv
张善为-我会爱你,http://em.21dtv.com/songs/60045599.mkv
唐俪+吴俊宏-我会爱你,http://em.21dtv.com/songs/60045598.mkv
张善为-我会爱你(演唱会),http://em.21dtv.com/songs/60045597.mkv
房祖名-我还爱你,http://em.21dtv.com/songs/60045460.mkv
冯巩+马季-五官争功,http://em.21dtv.com/songs/60089664.mkv
林俊吉+李依婷-外国新娘(无原唱),http://em.21dtv.com/songs/60043067.mkv
陈冠希+赵颂茹-唔该行开,http://em.21dtv.com/songs/60047615.mkv
陈冠希+赵颂茹-吾该行开,http://em.21dtv.com/songs/60047612.mkv
谢容儿-无关幸福,http://em.21dtv.com/songs/60084119.mkv
王宏恩-吻过幸福,http://em.21dtv.com/songs/60044418.mkv
佚名-我歌我泣,http://em.21dtv.com/songs/60045451.mkv
邹文正-无关痛痒,http://em.21dtv.com/songs/60084118.mkv
LOREEN-we got the power,http://em.21dtv.com/songs/60082389.mkv
蔡卓妍-未够讨好,http://em.21dtv.com/songs/60080437.mkv
佚名-we got the beat,http://em.21dtv.com/songs/60006142.mkv
品冠-无关善良,http://em.21dtv.com/songs/60099890.mkv
郑希怡-五个世纪,http://em.21dtv.com/songs/60047638.mkv
苦荣+小苦妹+TWINS-我够神化,http://em.21dtv.com/songs/60045456.mkv
李念-五官情歌,http://em.21dtv.com/songs/60122856.mkv
陈慧琳-我敢去爱,http://em.21dtv.com/songs/60045445.mkv
陈慧琳-我敢去爱(演唱会),http://em.21dtv.com/songs/60045444.mkv
方大同-无菇朋友,http://em.21dtv.com/songs/60047123.mkv
关淑怡-我跟你走,http://em.21dtv.com/songs/60045455.mkv
陈慧琳-晤关你事,http://em.21dtv.com/songs/60047840.mkv
陈慧琳-唔关你事,http://em.21dtv.com/songs/60047617.mkv
陈慧琳-唔关你事(演唱会),http://em.21dtv.com/songs/60047616.mkv
周慧敏+小柏林-万个梦儿,http://em.21dtv.com/songs/60043269.mkv
郑源-无关快乐,http://em.21dtv.com/songs/60118965.mkv
阿轮-万古哭城,http://em.21dtv.com/songs/60067503.mkv
王陆芳-为国举杯,http://em.21dtv.com/songs/60130610.mkv
BACKSTREET BOYS-weve got it goinon,http://em.21dtv.com/songs/60006169.mkv
何韵诗-娃鬼回魂,http://em.21dtv.com/songs/60092271.mkv
叶复台-舞棍歌王,http://em.21dtv.com/songs/60067611.mkv
音频怪物-无关风月,http://em.21dtv.com/songs/60099618.mkv
王晰+肖懿航-五哥放羊,http://em.21dtv.com/songs/60097160.mkv
于文华-五哥放羊,http://em.21dtv.com/songs/60089589.mkv
佚名-五哥放羊,http://em.21dtv.com/songs/60047637.mkv
彭丽媛-五哥放牛,http://em.21dtv.com/songs/60047636.mkv
蔡国庆-万古风流,http://em.21dtv.com/songs/60086898.mkv
周秋同-万古风流,http://em.21dtv.com/songs/60043270.mkv
戴爱玲-我该得到,http://em.21dtv.com/songs/60045429.mkv
林玉英-无根的草,http://em.21dtv.com/songs/60047121.mkv
萧敬腾+田雨莫-我给的爱,http://em.21dtv.com/songs/60094669.mkv
钟镇涛-我给的爱,http://em.21dtv.com/songs/60045453.mkv
杨乃文-我给的爱,http://em.21dtv.com/songs/60045452.mkv
佚名-望过春风,http://em.21dtv.com/songs/60043673.mkv
白冰冰-望过春风,http://em.21dtv.com/songs/60043672.mkv
刘美君-我估不到(演唱会),http://em.21dtv.com/songs/60045457.mkv
江蕙-无关爱情,http://em.21dtv.com/songs/60047125.mkv
叶复台-舞棍阿伯,http://em.21dtv.com/songs/60047778.mkv
易欣-无法证明,http://em.21dtv.com/songs/60047112.mkv
纪晓斌+李思彤-无法重来,http://em.21dtv.com/songs/60086959.mkv
阿杜-无法阻挡,http://em.21dtv.com/songs/60047115.mkv
谭维维-无法阻挡(演唱会),http://em.21dtv.com/songs/60047114.mkv
王菲-为非作歹(演唱会),http://em.21dtv.com/songs/60043852.mkv
李刚-无法自拔,http://em.21dtv.com/songs/60132523.mkv
曾春年-无法自拔,http://em.21dtv.com/songs/60120589.mkv
河莉秀-舞法自拔,http://em.21dtv.com/songs/60047776.mkv
河莉秀-无法自拔,http://em.21dtv.com/songs/60047113.mkv
张靓颖-无法言喻,http://em.21dtv.com/songs/60063381.mkv
付辛博-Waiting For Your Love,http://em.21dtv.com/songs/60080503.mkv
李佳璐-无法原谅,http://em.21dtv.com/songs/60047111.mkv
邓丽君-微风细雨,http://em.21dtv.com/songs/60043758.mkv
叶倩文-枉费心思,http://em.21dtv.com/songs/60043404.mkv
乔洋-我非西门,http://em.21dtv.com/songs/60045423.mkv
苏富权-无法雪藏,http://em.21dtv.com/songs/60124402.mkv
罗志祥-舞法舞天,http://em.21dtv.com/songs/60047775.mkv
佚名-微风往事,http://em.21dtv.com/songs/60043757.mkv
刘大瑞-无法挽留,http://em.21dtv.com/songs/60084116.mkv
孙英男-无法挽留,http://em.21dtv.com/songs/60072580.mkv
[Group]
groupName=十六万歌曲MV等 - 56
陆平-无法挽留,http://em.21dtv.com/songs/60065139.mkv
山风点火-无法忘记,http://em.21dtv.com/songs/60047108.mkv
黑龙-无法忘记,http://em.21dtv.com/songs/60047107.mkv
韦绮姗-我疯我痴,http://em.21dtv.com/songs/60045426.mkv
YOUNG PEACH-无法停止,http://em.21dtv.com/songs/60085953.mkv
罗百吉-无法停止,http://em.21dtv.com/songs/60047105.mkv
李恕权-无法停止(无原唱),http://em.21dtv.com/songs/60047104.mkv
张恒远-无法逃脱,http://em.21dtv.com/songs/60081499.mkv
指南针乐队-无法逃脱,http://em.21dtv.com/songs/60047103.mkv
CELINE DION-water from the moon,http://em.21dtv.com/songs/60006122.mkv
GEORGE MICHAEL-waiting for that day,http://em.21dtv.com/songs/60006083.mkv
郑晓飞-无法逃避,http://em.21dtv.com/songs/60078444.mkv
张震-无法逃避(无原唱),http://em.21dtv.com/songs/60047102.mkv
孙耀威-威风时刻,http://em.21dtv.com/songs/60043746.mkv
韩东君-无法说爱,http://em.21dtv.com/songs/60123359.mkv
吴梵-无非是爱,http://em.21dtv.com/songs/60047117.mkv
伊扬-无法忍耐,http://em.21dtv.com/songs/60047101.mkv
黎沸挥+彭佳慧-枉费情深,http://em.21dtv.com/songs/60089072.mkv
正歌-无法取代,http://em.21dtv.com/songs/60093722.mkv
邓宁-万夫莫敌,http://em.21dtv.com/songs/60043266.mkv
曹芙嘉-晚风恋曲,http://em.21dtv.com/songs/60130384.mkv
双星-五福临门,http://em.21dtv.com/songs/60078475.mkv
林俊杰-无法克制,http://em.21dtv.com/songs/60047100.mkv
苏永康-无法开口,http://em.21dtv.com/songs/60047097.mkv
潘玮柏-无法抗拒,http://em.21dtv.com/songs/60047099.mkv
芭比-无法抗拒,http://em.21dtv.com/songs/60047098.mkv
孔雀哥哥-微风街头,http://em.21dtv.com/songs/60106761.mkv
景岗山-无法拒绝,http://em.21dtv.com/songs/60047096.mkv
孙佳仁-无法回来,http://em.21dtv.com/songs/60047094.mkv
彭佳慧-无法割舍,http://em.21dtv.com/songs/60047093.mkv
孟刚-无法放手,http://em.21dtv.com/songs/60072579.mkv
魏新雨-无法放弃,http://em.21dtv.com/songs/60105532.mkv
何福林-无法代替,http://em.21dtv.com/songs/60107497.mkv
何福林-无法代替,http://em.21dtv.com/songs/60101254.mkv
小贱-无法代替,http://em.21dtv.com/songs/60095291.mkv
陈奕迅-万佛朝宗,http://em.21dtv.com/songs/60043265.mkv
赵雷-无法长大,http://em.21dtv.com/songs/60135781.mkv
KUTLESS-what faith can do,http://em.21dtv.com/songs/60062085.mkv
路勇-我佛慈悲,http://em.21dtv.com/songs/60128438.mkv
THE VERSE-52赫兹,http://em.21dtv.com/songs/60082060.mkv
KLEERUP FEAT ROBYN-with every heart beat,http://em.21dtv.com/songs/60006374.mkv
许廷铿-我的志愿,http://em.21dtv.com/songs/60123171.mkv
佚名-我的志愿,http://em.21dtv.com/songs/60045352.mkv
夏如芝-我的真心(无原唱),http://em.21dtv.com/songs/60045348.mkv
褚乔-我的自私,http://em.21dtv.com/songs/60086922.mkv
韩红-无地自容(最美和声),http://em.21dtv.com/songs/60100634.mkv
沙宝亮+黄绮珊-无地自容,http://em.21dtv.com/songs/60097152.mkv
刘文杰+沈根龙+尹熙水+黄泓彬-无地自容,http://em.21dtv.com/songs/60084114.mkv
孙楠-无地自容,http://em.21dtv.com/songs/60081685.mkv
周晓鸥-无地自容,http://em.21dtv.com/songs/60078443.mkv
黑豹乐队-无地自容,http://em.21dtv.com/songs/60047090.mkv
陈妃平-我等着你,http://em.21dtv.com/songs/60045385.mkv
冯伟杰-我的知己,http://em.21dtv.com/songs/60118370.mkv
胡杏儿-忘掉自己,http://em.21dtv.com/songs/60093060.mkv
熊天平-我都在乎,http://em.21dtv.com/songs/60045392.mkv
刘子琪-我的中国,http://em.21dtv.com/songs/60132235.mkv
于兰-伟大中国,http://em.21dtv.com/songs/60127713.mkv
吕宏伟-我的中国,http://em.21dtv.com/songs/60116629.mkv
杨紫萍-我的祖国,http://em.21dtv.com/songs/60100187.mkv
景仪-我的祖国,http://em.21dtv.com/songs/60089932.mkv
孙楠-我的祖国,http://em.21dtv.com/songs/60086923.mkv
李晖+杨洪基+阎维文-我的祖国(演唱会),http://em.21dtv.com/songs/60084045.mkv
玖月奇迹-我的祖国(演唱会),http://em.21dtv.com/songs/60084044.mkv
刀郎-我的祖国,http://em.21dtv.com/songs/60069949.mkv
谭晶-我的祖国,http://em.21dtv.com/songs/60045368.mkv
彭丽媛-我的祖国,http://em.21dtv.com/songs/60045367.mkv
毛惠茹-我的祖国,http://em.21dtv.com/songs/60045366.mkv
韩红-我的祖国,http://em.21dtv.com/songs/60045365.mkv
郭兰英-我的祖国,http://em.21dtv.com/songs/60045364.mkv
大风-我的祖国,http://em.21dtv.com/songs/60045363.mkv
张燕-我的祖国(演唱会),http://em.21dtv.com/songs/60045362.mkv
祖海-我的祝福,http://em.21dtv.com/songs/60045359.mkv
潘莉-我的祝福,http://em.21dtv.com/songs/60045358.mkv
梁静茹-我都知道,http://em.21dtv.com/songs/60045394.mkv
梁静茹-我都知道(演唱会),http://em.21dtv.com/songs/60045393.mkv
牛欣欣-我的最爱,http://em.21dtv.com/songs/60078237.mkv
高玉玫-我的最爱,http://em.21dtv.com/songs/60065068.mkv
杨千嬅-我的醉爱(演唱会),http://em.21dtv.com/songs/60045371.mkv
张韶涵-我的最爱,http://em.21dtv.com/songs/60045370.mkv
邓丽欣+方力申-我的最爱,http://em.21dtv.com/songs/60045369.mkv
谢文杰-无动于衷,http://em.21dtv.com/songs/60124490.mkv
高林生-我的样子,http://em.21dtv.com/songs/60078232.mkv
任月丽-我的羽翼,http://em.21dtv.com/songs/60078234.mkv
西单女孩-我的羽翼,http://em.21dtv.com/songs/60072533.mkv
吴俊宏-无敌英雄,http://em.21dtv.com/songs/60101292.mkv
佚名-what do you want,http://em.21dtv.com/songs/60074111.mkv
黄克林-我的愿望(无原唱),http://em.21dtv.com/songs/60045343.mkv
马婕-我的源头,http://em.21dtv.com/songs/60045342.mkv
陈惠婷-我的勇气,http://em.21dtv.com/songs/60135921.mkv
罗百吉-我答应你,http://em.21dtv.com/songs/60078185.mkv
动力火车-我答应你,http://em.21dtv.com/songs/60044962.mkv
王传越-我的月亮,http://em.21dtv.com/songs/60112844.mkv
吴哲铭-我的月亮,http://em.21dtv.com/songs/60112570.mkv
张韶涵-我的眼泪,http://em.21dtv.com/songs/60098373.mkv
吴哲铭-我的月亮,http://em.21dtv.com/songs/60078235.mkv
肖燕-我的月亮,http://em.21dtv.com/songs/60045347.mkv
曾园园-我的月亮,http://em.21dtv.com/songs/60045346.mkv
蔡依林-我的依赖,http://em.21dtv.com/songs/60045335.mkv
THE MOFFATTS-who do you love(演唱会),http://em.21dtv.com/songs/60006312.mkv
ALAN-我的月光,http://em.21dtv.com/songs/60045345.mkv
ALAN-我的月光(演唱会),http://em.21dtv.com/songs/60045344.mkv
佚名-where do you go(无原唱),http://em.21dtv.com/songs/60006288.mkv
吴克群-where did you go,http://em.21dtv.com/songs/60006283.mkv
邓紫棋-where did you go,http://em.21dtv.com/songs/60006282.mkv
金波-我的营房(演唱会),http://em.21dtv.com/songs/60045338.mkv
动力火车-我都要等,http://em.21dtv.com/songs/60090747.mkv
江一燕-我的亚当,http://em.21dtv.com/songs/60045318.mkv
萧亚轩-吻第一次,http://em.21dtv.com/songs/60091980.mkv
张赫宣-我的选择,http://em.21dtv.com/songs/60102239.mkv
阿吉仔-我的心中,http://em.21dtv.com/songs/60045306.mkv
周柏豪-我的宣言,http://em.21dtv.com/songs/60080862.mkv
村根-我的心愿,http://em.21dtv.com/songs/60045302.mkv
慕容晓晓-我的香味,http://em.21dtv.com/songs/60086918.mkv
晓依-我的向往,http://em.21dtv.com/songs/60078222.mkv
澎恰恰-我的希望,http://em.21dtv.com/songs/60045254.mkv
阿吉仔-我的心声(无原唱),http://em.21dtv.com/songs/60045288.mkv
李茂山-我的心情,http://em.21dtv.com/songs/60045283.mkv
姬长乐-我的新娘,http://em.21dtv.com/songs/60104030.mkv
牛欣欣+周张驰+何泽胜+刘姝辰-舞动新年,http://em.21dtv.com/songs/60066445.mkv
佚名-我的小妹,http://em.21dtv.com/songs/60045257.mkv
时宏维-我的星空,http://em.21dtv.com/songs/60114567.mkv
洪立-我的星空,http://em.21dtv.com/songs/60045309.mkv
杨晓峰-我的小姐,http://em.21dtv.com/songs/60120657.mkv
程大-我的小馆,http://em.21dtv.com/songs/60129457.mkv
王洪迪-我的相公,http://em.21dtv.com/songs/60121926.mkv
汪成龙-伟大新钢,http://em.21dtv.com/songs/60113784.mkv
牛会龙-我的兄弟,http://em.21dtv.com/songs/60122979.mkv
汤潮-我的兄弟,http://em.21dtv.com/songs/60104272.mkv
林海峰-玩得心的,http://em.21dtv.com/songs/60064994.mkv
马旭成-我的兄弟,http://em.21dtv.com/songs/60045311.mkv
北方狼-我的乡愁,http://em.21dtv.com/songs/60118400.mkv
乌兰托娅-我的西藏,http://em.21dtv.com/songs/60112488.mkv
朱虹-我多想唱,http://em.21dtv.com/songs/60045415.mkv
斯日古楞-我的兴安,http://em.21dtv.com/songs/60119602.mkv
王识贤-无代无志,http://em.21dtv.com/songs/60047081.mkv
白洋-我的唯一,http://em.21dtv.com/songs/60105275.mkv
詹瑞文-舞大舞细,http://em.21dtv.com/songs/60109619.mkv
佚名-我的娃娃,http://em.21dtv.com/songs/60045239.mkv
曹骏-我的舞台,http://em.21dtv.com/songs/60061679.mkv
张杰-我的舞台,http://em.21dtv.com/songs/60045253.mkv
全国快男12强-我的舞台,http://em.21dtv.com/songs/60045252.mkv
Q熊妹妹-我的外婆,http://em.21dtv.com/songs/60065065.mkv
陈艺鹏-武当无忌,http://em.21dtv.com/songs/60097303.mkv
吴建豪-我的王国,http://em.21dtv.com/songs/60045244.mkv
李宇春-我的王国,http://em.21dtv.com/songs/60045243.mkv
李宇春-我的王国(演唱会),http://em.21dtv.com/songs/60045242.mkv
Fuying+Sam-吻的温度,http://em.21dtv.com/songs/60106537.mkv
李宇春-我的王朝,http://em.21dtv.com/songs/60045241.mkv
罗百吉-我的五百,http://em.21dtv.com/songs/60045251.mkv
邓紫棋-where did u go(演唱会),http://em.21dtv.com/songs/60063799.mkv
张国强-我的团长,http://em.21dtv.com/songs/60045238.mkv
舒浩炀+向小康-我的太阳,http://em.21dtv.com/songs/60118861.mkv
玖月奇迹-我的太阳(演唱会),http://em.21dtv.com/songs/60084036.mkv
杨博宇-我的太阳,http://em.21dtv.com/songs/60066402.mkv
佚名-我的太阳,http://em.21dtv.com/songs/60045227.mkv
群星-我的太阳(演唱会),http://em.21dtv.com/songs/60045226.mkv
逍遥香香-我的同学,http://em.21dtv.com/songs/60108909.mkv
红蔷薇-我的天堂,http://em.21dtv.com/songs/60094245.mkv
胡东清-我的天堂,http://em.21dtv.com/songs/60061678.mkv
达达乐队-我的天使,http://em.21dtv.com/songs/60045232.mkv
达达乐队-我的天使(演唱会),http://em.21dtv.com/songs/60045231.mkv
杨烁-我的童年,http://em.21dtv.com/songs/60094171.mkv
伦桑-我的天空,http://em.21dtv.com/songs/60134882.mkv
南征北战-我的天坑,http://em.21dtv.com/songs/60123712.mkv
贝贝+修儿-我的天空,http://em.21dtv.com/songs/60115412.mkv
贝贝+修儿-我的天空,http://em.21dtv.com/songs/60114085.mkv
南征北战-我的天空,http://em.21dtv.com/songs/60103746.mkv
丁丁-我的声音,http://em.21dtv.com/songs/60080127.mkv
张俊-我的沙田,http://em.21dtv.com/songs/60108480.mkv
张俊-我的沙田,http://em.21dtv.com/songs/60102197.mkv
GOGO+MEME-我的生日,http://em.21dtv.com/songs/60045208.mkv
周笔畅-我的神奇,http://em.21dtv.com/songs/60063457.mkv
潘越云-我的思念,http://em.21dtv.com/songs/60107896.mkv
姜育恒-我的思念,http://em.21dtv.com/songs/60062515.mkv
谢雨欣-我的思念,http://em.21dtv.com/songs/60045221.mkv
蔡琴-我的思念,http://em.21dtv.com/songs/60045220.mkv
曹新花-我的生命,http://em.21dtv.com/songs/60120584.mkv
锦绣二重唱-我的super life,http://em.21dtv.com/songs/60044988.mkv
黄思祺-我的世界,http://em.21dtv.com/songs/60130932.mkv
陈姿彤-我的世界,http://em.21dtv.com/songs/60130836.mkv
孙辉-汪的世界,http://em.21dtv.com/songs/60127904.mkv
蓝旭-我的世界,http://em.21dtv.com/songs/60123129.mkv
苏羽-我的世界,http://em.21dtv.com/songs/60108851.mkv
吕雯-我的世界,http://em.21dtv.com/songs/60045213.mkv
MC HOTDOG-我的生活,http://em.21dtv.com/songs/60045206.mkv
黄智裕-我的书法,http://em.21dtv.com/songs/60112407.mkv
牛骏峰+王艺霖-我的时代,http://em.21dtv.com/songs/60124240.mkv
派伟俊-我的时代,http://em.21dtv.com/songs/60117894.mkv
派伟俊-我的时代,http://em.21dtv.com/songs/60117007.mkv
MC HOTDOG+张震岳-我的时代,http://em.21dtv.com/songs/60096152.mkv
春雷-我的圣城,http://em.21dtv.com/songs/60121728.mkv
郝萌-我的陕北,http://em.21dtv.com/songs/60121008.mkv
许冠杰-无敌是爱,http://em.21dtv.com/songs/60093139.mkv
佚名-无敌是爱,http://em.21dtv.com/songs/60047085.mkv
七郎+邱芸子-我的日子,http://em.21dtv.com/songs/60045196.mkv
葛仲珊-我的饶舌,http://em.21dtv.com/songs/60108867.mkv
葛仲珊-我的饶舌,http://em.21dtv.com/songs/60078217.mkv
孙嫣然-我的人生,http://em.21dtv.com/songs/60045194.mkv
Monsta X-武断入侵,http://em.21dtv.com/songs/60116463.mkv
林忆莲-舞动倾斜(演唱会),http://em.21dtv.com/songs/60047773.mkv
列子-我的秋天,http://em.21dtv.com/songs/60120352.mkv
许巍-我的秋天,http://em.21dtv.com/songs/60045190.mkv
许巍-我的秋天(演唱会),http://em.21dtv.com/songs/60045189.mkv
泳儿-我的情书,http://em.21dtv.com/songs/60121861.mkv
晓月-望断秋水,http://em.21dtv.com/songs/60078057.mkv
西域胡杨-我的琴声,http://em.21dtv.com/songs/60039922.mkv
黎明-我的情人,http://em.21dtv.com/songs/60045187.mkv
阿影-我的亲娘,http://em.21dtv.com/songs/60130824.mkv
王岗岗-舞动起来,http://em.21dtv.com/songs/60125917.mkv
陈翔-舞动奇迹,http://em.21dtv.com/songs/60078483.mkv
张津涤-我的情歌,http://em.21dtv.com/songs/60135214.mkv
周华健-我的情歌,http://em.21dtv.com/songs/60045186.mkv
王力宏-我的情歌,http://em.21dtv.com/songs/60045185.mkv
SQUARE-伟大情歌,http://em.21dtv.com/songs/60044204.mkv
张雨生-我的期待,http://em.21dtv.com/songs/60091159.mkv
陈百潭-我的青春,http://em.21dtv.com/songs/60096016.mkv
海鸣威-舞动全城,http://em.21dtv.com/songs/60047774.mkv
庞龙-我的全部,http://em.21dtv.com/songs/60045193.mkv
TWINS-我懂去爱,http://em.21dtv.com/songs/60092214.mkv
黎明-我的亲爱,http://em.21dtv.com/songs/60045180.mkv
黎明-我的亲爱(演唱会),http://em.21dtv.com/songs/60045179.mkv
袁惟仁-我的朋友,http://em.21dtv.com/songs/60105364.mkv
吴光明-我的朋友,http://em.21dtv.com/songs/60085889.mkv
刘德华-我的胖侣,http://em.21dtv.com/songs/60045176.mkv
苏永康-我的偶像,http://em.21dtv.com/songs/60101488.mkv
钟立帅-我的女王,http://em.21dtv.com/songs/60126327.mkv
高羽-我的女神,http://em.21dtv.com/songs/60121164.mkv
小贱-我的女人,http://em.21dtv.com/songs/60111831.mkv
小老鹰乐团-我的男人,http://em.21dtv.com/songs/60107685.mkv
郭振霞-我的娘亲,http://em.21dtv.com/songs/60094723.mkv
孙维良+哩哩妹组合-我等你来(演唱会),http://em.21dtv.com/songs/60067562.mkv
石咏莉-我代你哭,http://em.21dtv.com/songs/60078186.mkv
郑中基-我代你哭,http://em.21dtv.com/songs/60044964.mkv
梁汉文-我代你哭(演唱会),http://em.21dtv.com/songs/60044963.mkv
赵姝-我的男孩,http://em.21dtv.com/songs/60101175.mkv
徐千雅-我的南海,http://em.21dtv.com/songs/60065062.mkv
谭晶-我的米脂,http://em.21dtv.com/songs/60129619.mkv
伍佰-我的名字,http://em.21dtv.com/songs/60045166.mkv
张靓颖-我的模样,http://em.21dtv.com/songs/60135253.mkv
梁汉文-我的命运,http://em.21dtv.com/songs/60092903.mkv
张靓颖-我的模样,http://em.21dtv.com/songs/60063380.mkv
庄红虎-我的梦想,http://em.21dtv.com/songs/60123896.mkv
苏宇舟-我的梦想,http://em.21dtv.com/songs/60112911.mkv
谭鹏飞-我的明天,http://em.21dtv.com/songs/60066400.mkv
陈升+赵传-我的明天,http://em.21dtv.com/songs/60045167.mkv
黄品源-我的目屎,http://em.21dtv.com/songs/60045169.mkv
刘向圆-我的母亲,http://em.21dtv.com/songs/60068761.mkv
降央卓玛-我的母亲,http://em.21dtv.com/songs/60068760.mkv
刘建军-我的母亲,http://em.21dtv.com/songs/60061677.mkv
德德玛-我的母亲,http://em.21dtv.com/songs/60045168.mkv
邓紫棋-我的秘密,http://em.21dtv.com/songs/60095102.mkv
张祥洪-我的妹妹,http://em.21dtv.com/songs/60084031.mkv
邓紫棋-我的秘密(演唱会),http://em.21dtv.com/songs/60065060.mkv
羽泉-我的妹妹,http://em.21dtv.com/songs/60045156.mkv
李娜-我的妈妈,http://em.21dtv.com/songs/60045153.mkv
林一峰-维多利亚,http://em.21dtv.com/songs/60044194.mkv
关楚耀-伟大领袖,http://em.21dtv.com/songs/60109995.mkv
洪荣宏-我的理想(无原唱),http://em.21dtv.com/songs/60045148.mkv
陆毅-我的礼物,http://em.21dtv.com/songs/60126357.mkv
李圣杰-我懂了她,http://em.21dtv.com/songs/60045390.mkv
魏宗武-我的老山,http://em.21dtv.com/songs/60110714.mkv
萧正楠-我的历史,http://em.21dtv.com/songs/60084027.mkv
甘萍-我的恋曲,http://em.21dtv.com/songs/60091756.mkv
张景擎-我的老婆,http://em.21dtv.com/songs/60127983.mkv
邵振锋-我的老妈,http://em.21dtv.com/songs/60113007.mkv
佚名-我的懒猫,http://em.21dtv.com/songs/60045141.mkv
程楚煜-伟大力量,http://em.21dtv.com/songs/60100353.mkv
云朵-我的楼兰,http://em.21dtv.com/songs/60078211.mkv
张宇-我的力量,http://em.21dtv.com/songs/60045149.mkv
李琼-武当恋歌,http://em.21dtv.com/songs/60047747.mkv
羽田-我的狂野,http://em.21dtv.com/songs/60118850.mkv
凌志辉-舞动快乐,http://em.21dtv.com/songs/60110011.mkv
张心童-舞动快乐,http://em.21dtv.com/songs/60047772.mkv
锦绣二重唱-我的快乐,http://em.21dtv.com/songs/60045133.mkv
刘爱媛-我的节奏,http://em.21dtv.com/songs/60123687.mkv
乌兰托娅-我的九寨,http://em.21dtv.com/songs/60084025.mkv
泽尔丹-我的九寨,http://em.21dtv.com/songs/60045127.mkv
冰雪姐妹-我的家园,http://em.21dtv.com/songs/60071239.mkv
金波-舞动军营(演唱会),http://em.21dtv.com/songs/60062524.mkv
佚名-我的家乡,http://em.21dtv.com/songs/60045112.mkv
