新聞,#genre#
DD News,https://www.youtube.com/watch?v=VXZBFc5fhHo
CGTN на русском,https://www.youtube.com/watch?v=jNh222RYnP4
TD Ameritrade Network,https://www.youtube.com/watch?v=SG1Lc0QCD_Y
DW Español,https://www.youtube.com/watch?v=tsStUN73_6I
DW Deutsch,https://www.youtube.com/watch?v=PveFxPVBFzk
DW عربية,https://www.youtube.com/watch?v=rxOWsyxrl4A
SVBC 3 KANNADA CHANNEL TTD,https://www.youtube.com/watch?v=b6MzPdMxoxI
SVBC TTD Live,https://www.youtube.com/watch?v=LT5EAnGgr6g
NDTV,https://www.youtube.com/watch?v=Nen3UXaWDDE
Factnomenal,https://www.youtube.com/watch?v=U9HgTJi-WW4
COPSTV,https://www.youtube.com/watch?v=yc1D1l-6BTI
News18 Bangla,https://www.youtube.com/watch?v=cOF3eHj6xmE
AE Signage,https://www.youtube.com/watch?v=VC6lh272hlo
Arise News,https://www.youtube.com/watch?v=TDVz4HZ_Xfc
Hare Krsna TV,https://www.youtube.com/watch?v=RYqewnoTqWQ
Aadinath Tv Channel,https://www.youtube.com/watch?v=mT1OgGXPXcU
Paras TV,https://www.youtube.com/watch?v=QkFD2lWIxOE
GTV,https://www.youtube.com/watch?v=mQHh5f8w8VI
Dunya News,https://www.youtube.com/watch?v=_Q6X1VylryE
GNN,https://www.youtube.com/watch?v=9EpMU8Nlyow
ABN Telugu ,https://www.youtube.com/watch?v=EUesLjuZYo8
NewsFirst Kannada,https://www.youtube.com/watch?v=tmYUKyJEV1g
BOL News,https://www.youtube.com/watch?v=peDlNcHwR54
Channel i Live,https://www.youtube.com/watch?v=XOZVZW8MZ3A
SAMAA TV,https://www.youtube.com/watch?v=q0TTqU1K7-s
EKHON TV,https://www.youtube.com/watch?v=yEx8PrxbC0E
Channel i Tv,https://www.youtube.com/watch?v=z27otX5ba3o
FOX Weather,https://www.youtube.com/watch?v=iesPl7zRbVY
DW News,https://www.youtube.com/watch?v=pqabxBKzZ6M
United Nations,https://www.youtube.com/watch?v=wfAa1GiNdgM
KOMPASTV,https://www.youtube.com/watch?v=4rmf-lk3ito
Astro AWANI,https://www.youtube.com/watch?v=txxOwpdp58Q
WCVB Channel 5 Boston,https://www.youtube.com/watch?v=Rcf5UDWUv3A
Tele1,https://www.youtube.com/watch?v=QAciOwhQMeo
WPLG Local 10,https://www.youtube.com/watch?v=HaEejO0PmdQ
MBCNEWS,https://www.youtube.com/watch?v=q-Wv4Pvt-5A
Geo News,https://www.youtube.com/watch?v=O3DPVlynUM0
atv,https://www.youtube.com/watch?v=1KXZDgP9W5E
CGTN Europe,https://www.youtube.com/watch?v=gYUfs9RX95s
Al Jazeera English,https://www.youtube.com/watch?v=gCNeDWCI0vo
Al Jazeera Mubasher قناة الجزيرة مباشر,https://www.youtube.com/watch?v=8D5QY5gw_Xk
AlArabiya العربية,https://www.youtube.com/watch?v=_rewJPptlBg
Newsmax,https://www.youtube.com/watch?v=QldgdsYPZDc
Show TV,https://www.youtube.com/watch?v=XnvS-RZa4Qw
WDW Today,https://www.youtube.com/watch?v=uILxp16tKl8
V6 News Telugu,https://www.youtube.com/watch?v=_xtceKvlVYQ
NBC2 News,https://www.youtube.com/watch?v=MJB6CUxvZcU
Ambient Renders,https://www.youtube.com/watch?v=oXvPA6l4pts
USGS,https://www.youtube.com/watch?v=Q5M-5XFplo0
CGTN Français,https://www.youtube.com/watch?v=DxhwEQjegYw
Zee News,https://www.youtube.com/watch?v=k8jKVaKB01k
FOFRescueCenter,https://www.youtube.com/watch?v=V-VofltDJNI
ANNnewsCH,https://www.youtube.com/watch?v=3kPH7kTphnE
Live SupremeMasterTV,https://www.youtube.com/watch?v=ZzWBpGwKoaI
ABC13 Houston,https://www.youtube.com/watch?v=5jPqMDjJKpM
HBCラジオ公式YouTubeチャンネル,https://www.youtube.com/watch?v=1zTi7F1WslQ
ANNnewsCH,https://www.youtube.com/watch?v=mB-prl5HTV8
GBNews,https://www.youtube.com/watch?v=8WX6YL9JnLw
Euronews по-русски,https://www.youtube.com/watch?v=lwYzwdBiaho
euronews (en español),https://www.youtube.com/watch?v=O9mOtdZ-nSk
euronews,https://www.youtube.com/watch?v=pykpO5kQJ98
Al Jazeera Balkans,https://www.youtube.com/watch?v=y8JcLOL4yiQ
Al Jazeera Mubasher قناة الجزيرة مباشر,https://www.youtube.com/watch?v=eksOMqVMINo
AlJazeera Arabic  قناة الجزيرة,https://www.youtube.com/watch?v=bNyUyrR0PHo
24 Канал онлайн,https://www.youtube.com/watch?v=hns12gYNRq0
ForexLia,https://www.youtube.com/watch?v=Cf9klXhb0G8
CNBC,https://www.youtube.com/watch?v=9NyxcX3rhQs
Mathrubhumi News,https://www.youtube.com/watch?v=YGEgelAiUf0
hmtv News,https://www.youtube.com/watch?v=2fvNaWiBUPU
24 News,https://www.youtube.com/watch?v=pJ4hrq3VXFk
tvOneNews ,https://www.youtube.com/watch?v=yNKvkPJl-tg
Вікна-новини,https://www.youtube.com/watch?v=n6iTQ0_9bDc
ТСН,https://www.youtube.com/watch?v=7heWRN252pQ
سكاي نيوز عربية,https://www.youtube.com/watch?v=yd_H1PwIB0E
남산서울타워,https://www.youtube.com/watch?v=JBdzesI-ul4
TBS eFM 101.3MHz,https://www.youtube.com/watch?v=i2pC0RRyGMg
HTB北海道ニュース,https://www.youtube.com/watch?v=xWPD8KDHUH8
Sky TG24,https://www.youtube.com/watch?v=HVB_Wx5T16g
WISN 12 News,https://www.youtube.com/watch?v=KvOsfxMZP4s
ABC7 SWFL,https://www.youtube.com/watch?v=XObsOutMlh8
euronews (en français),https://www.youtube.com/watch?v=NiRIbKwAejk
Euronews em Português,https://www.youtube.com/watch?v=fLtn2L7OdeI
euronews (deutsch),https://www.youtube.com/watch?v=CQ3KsEbsYHs
euronews (στα ελληνικά),https://www.youtube.com/watch?v=uWIhV9gQClg
euronews (magyarul),https://www.youtube.com/watch?v=jAn7L2Kt32U
euronews (magyarul),https://www.youtube.com/watch?v=jAn7L2Kt32U
euronews (in Italiano),https://www.youtube.com/watch?v=pUcmpyynASM
mtaOnline1,https://www.youtube.com/watch?v=cu-0mGA8x50
POWERVISION TV,https://www.youtube.com/watch?v=L42NP9a8paw
MTAfrançais,https://www.youtube.com/watch?v=BXTWkzjmoPA
FRANCE 24,https://www.youtube.com/watch?v=gxG3pdKvlIs
عربي TRT,https://www.youtube.com/watch?v=aSVBH45EnaQ
AlHadath الحدث,https://www.youtube.com/watch?v=St61kDYyrvk
العربي - أخبار ,https://www.youtube.com/watch?v=e2RgSa1Wt5o


遊戲直播,#genre#
令狐沖爺爺,https://www.youtube.com/watch?v=-c-IbZtUFNs
Dinter,https://www.youtube.com/watch?v=Qc_CXZRgTz8
羅傑 Roger,https://www.youtube.com/watch?v=-3q7TtUfTj4
遊戲皮卡嚕 PikaLu,https://www.youtube.com/watch?v=KLb0EiN_XV8
絕地求生 - PUBG: BATTLEGROUNDS TW,https://www.youtube.com/watch?v=GQnD66EPF2I
玩什麼鬼啦,https://www.youtube.com/watch?v=W0RXsmpfmew
Pekora Ch. 兎田ぺこら,https://www.youtube.com/watch?v=rHpuiRs_lkA
小葵 XiaoKui,https://www.youtube.com/watch?v=Kf2wKeew3Mk
莎皮塞維爾,https://www.youtube.com/watch?v=JclNFVBmM4o
笑波子,https://www.youtube.com/watch?v=evB-EhmTD1w
ESL Dota 2,https://www.youtube.com/watch?v=p9jjvEbYgoc
WuWei無為,https://www.youtube.com/watch?v=XyqnV3Kmeuk
添財,https://www.youtube.com/watch?v=h3E6gMCNt28
PFY玩給你看,https://www.youtube.com/watch?v=FsPL5EoC51I
浠Mizuki Channel,https://www.youtube.com/watch?v=hn-CxClNzOw
Men's Game 玩物誌,https://www.youtube.com/watch?v=SQjGvomaFNE
PUBG: BATTLEGROUNDS VIETNAM,https://www.youtube.com/watch?v=RUCXkDKoOzI
鬼鬼,https://www.youtube.com/watch?v=QcVvoEJuzrM
三枝明那 / Saegusa Akina,https://www.youtube.com/watch?v=mfu869WFFS8
PUBG Esports,https://www.youtube.com/watch?v=3l1ht_1wYAg
哈記,https://www.youtube.com/watch?v=cjjHjB9CWtM
醬油Joyu ch.,https://www.youtube.com/watch?v=IVKwzJeb2Cw
XINNN,https://www.youtube.com/watch?v=cElbWHkSvv0
小初見,https://www.youtube.com/watch?v=ejXCkAQvb30
Rumi ch. 懶貓子,https://www.youtube.com/watch?v=xiC4kgOlh24
Rainbow Six Esports,https://www.youtube.com/watch?v=eouvs92DD08
KuyaNic,https://www.youtube.com/watch?v=yE-QPPulh0M
PUBG: BATTLEGROUNDS THAILAND,https://www.youtube.com/watch?v=wQtAd53HSk0
ayamy あやみちゃんねる,https://www.youtube.com/watch?v=U4Aq2xISBcA
沙汰ナキア Nakia Ch.【ASMR】,https://www.youtube.com/watch?v=lKwIKBeTKgM
배틀그라운드 이스포츠,https://www.youtube.com/watch?v=bLk3RfkTXNA
PUBG Esports,https://www.youtube.com/watch?v=4DUzlgSsFJ4
渋谷ハル,https://www.youtube.com/watch?v=_9bBhlKx7x4
たいようあめみや,https://www.youtube.com/watch?v=EeYEjDiGi3I
TheBrokenMachine,https://www.youtube.com/watch?v=7nFhs2QLggM
Cuộc Sống Của Nick và Tani,https://www.youtube.com/watch?v=sFnUCyurJx0
狩野英孝【公式チャンネル】EIKO!GO!!,https://www.youtube.com/watch?v=ZT1jBVTtjYM
oyuki_ch,https://www.youtube.com/watch?v=GBZpXSHmATk
南登かなる -NantoKanaru-,https://www.youtube.com/watch?v=al4bjbJAv1I
ハセシン / XxHASESHINxX,https://www.youtube.com/watch?v=OwIW8dMQMiU
VALORANT // JAPAN,https://www.youtube.com/watch?v=ovV4ZN_af-I
ざき《役満Vtuber》,https://www.youtube.com/watch?v=5JRxBfmwMDA
배틀그라운드 이스포츠,https://www.youtube.com/watch?v=l0qE9btf2mg
도건,https://www.youtube.com/watch?v=HE3Qttc4vS4
花幽カノン Hanayura Kanon,https://www.youtube.com/watch?v=0jjqgb6gLQQ
【王者荣耀】 正版授权 欢迎订阅,https://www.youtube.com/watch?v=c4jau84NH7k
ドズル社,https://www.youtube.com/watch?v=Hd4TkVqhrVw
SANNINSHOW,https://www.youtube.com/watch?v=Q6OQkyttiMA
DOTA 2,https://www.youtube.com/watch?v=bH9Vom8M-8g
あまみちゃんねる,https://www.youtube.com/watch?v=TrmvZAI5DTo
GtxPreet,https://www.youtube.com/watch?v=IRI2TQagrWs
白樺るるは,https://www.youtube.com/watch?v=f24vHvtZcXg
DonnieryCabralOfficial,https://www.youtube.com/watch?v=x29a2__pBo4
Rurikhan,https://www.youtube.com/watch?v=0DjGWgJ0p94
Hugo Gaming,https://www.youtube.com/watch?v=Cv13lWMw4Ps
HAIDY MONS,https://www.youtube.com/watch?v=XqrA5QEvzu0
公視兒少,https://www.youtube.com/watch?v=v9mOk6ZMhoc
猫派まいまい-NEKOTSUKA MAIMAI,https://www.youtube.com/watch?v=hkMC5H1Cd0k
ドコムスチャンネル,https://www.youtube.com/watch?v=elHR2zxvW4c
中野あるま / Alma Nakano,https://www.youtube.com/watch?v=-5F_lB7lIUY
レインボーシックス 日本公式,https://www.youtube.com/watch?v=1Eto-AFsoEA
マフィア梶田,https://www.youtube.com/watch?v=O2GpDn_T9zE
Đỗ Ngọc Khải,https://www.youtube.com/watch?v=opVFmLi28ls
みりてぃGames,https://www.youtube.com/watch?v=FykDSUUCmsE
Hana Ch.心寧 はな,https://www.youtube.com/watch?v=UYWRerVerSs
우주하마,https://www.youtube.com/watch?v=yUaFECqTp1w
兄者のゲーム事務所,https://www.youtube.com/watch?v=7t4Bkazruwo
태산군주 TV,https://www.youtube.com/watch?v=2GGuLy7zQrk
ショコラ大佐の秘密基地,https://www.youtube.com/watch?v=KlF9cBlxEhM
服部彩加🍀Saika Hattori(もんちゃんの日常＆ゲーム配信部屋),https://www.youtube.com/watch?v=jErtCAzfE7s
SANNINSHOW,https://www.youtube.com/watch?v=MORWsjIrxYM
HookHuukGaming,https://www.youtube.com/watch?v=lFvlgPJDCe4
Dwi Woii,https://www.youtube.com/watch?v=4O8MqbJiSMM
브레인신,https://www.youtube.com/watch?v=OBe7jFATqw8
빅보스,https://www.youtube.com/watch?v=G4g902UuuwU
ピロ,https://www.youtube.com/watch?v=H5rdgnF3-II
Siro_TTV 攻略解説,https://www.youtube.com/watch?v=LpsSbl3zGso
はっちゃんねる,https://www.youtube.com/watch?v=XLW5Ar7sEmc
ひろちんくん,https://www.youtube.com/watch?v=3RrqE8jgUvQ
なかのっち絶叫チャンネル,https://www.youtube.com/watch?v=zU_KUXQ2sRY
Kurohiko,https://www.youtube.com/watch?v=HL-Fe_TpY5k
裏マン風次の格ゲー部屋,https://www.youtube.com/watch?v=lZjxjk6JCD0
RAT CARTOONS - Мультики Про Танки,https://www.youtube.com/watch?v=1vPUix0guF0
宮古ミーゴ 【喫茶ユゴス】,https://www.youtube.com/watch?v=gqI7cD-rVis
雅ゆん。-Yun Miyabi-,https://www.youtube.com/watch?v=aFuFAhu8N-E
Mrmeda Ch,https://www.youtube.com/watch?v=zSYDpt5ZHxY
Sensa Gaming,https://www.youtube.com/watch?v=GekSiKiNn4E
ZEUS BOCIL,https://www.youtube.com/watch?v=aBEB9fwnOr8
RedhoodVN,https://www.youtube.com/watch?v=w-4QdYXJ7e4
VALORANT Esports Thailand,https://www.youtube.com/watch?v=fCW5NFHeaRw
【公式】DMMぱちタウンch,https://www.youtube.com/watch?v=jDLBj13O1VY
TheGideonGames,https://www.youtube.com/watch?v=oWNMstik2NQ
Аналитика Ошибок,https://www.youtube.com/watch?v=pHt0TnIogR0
Beyaz Oyun,https://www.youtube.com/watch?v=e6EO5lGVM7E
Snax Gaming,https://www.youtube.com/watch?v=g8xzmH2Psns
남도형의 블루클럽,https://www.youtube.com/watch?v=L2NQ5FGKctw
RG Gamer Live,https://www.youtube.com/watch?v=7Xzl0nN-k5M
Quân Fbz,https://www.youtube.com/watch?v=fCLIuebrTqg
品川家 ゲーム実況チャンネル,https://www.youtube.com/watch?v=dwF0XEDLHf8
たけぉ,https://www.youtube.com/watch?v=mXc2B96jjj0


運動直播,#genre#
hessenschau,https://www.youtube.com/watch?v=XeMR3OrvU2k
BÓNG CHUYỀN VIỆT NAM ONLINE,https://www.youtube.com/watch?v=04u9MLEjVBk
TENNIS TALK with Cam Williams,https://www.youtube.com/watch?v=z_40JJrzHnE
Sport77 Official,https://www.youtube.com/watch?v=qF0Mc8WOlCk
Trực Tiếp Bóng Đá - VTV cab,https://www.youtube.com/watch?v=5Yd3Nh9vLEU
Siamsport,https://www.youtube.com/watch?v=8Fbi1RHtoQM
CFB ON FOX,https://www.youtube.com/watch?v=mQGbF8nf-_0
Monster Jam,https://www.youtube.com/watch?v=wJookFLOopY
On Sports Plus,https://www.youtube.com/watch?v=LbV5DNRw6f8
DKTV Daniel,https://www.youtube.com/watch?v=Y7tFIb3wwrk
Sports Tak,https://www.youtube.com/watch?v=mAhv6LM4OY0
A Spor,https://www.youtube.com/watch?v=xrf_RbM_MNk
プロ野球チャンネル パ,https://www.youtube.com/watch?v=bXZDc5HWl2w
プロ野球チャンネル パ,https://www.youtube.com/watch?v=Y97ywkAMHOg
CricTalks,https://www.youtube.com/watch?v=CP_itmAst74
Kumar508 : The Fantasy Cricket Expert,https://www.youtube.com/watch?v=u1Nw0HCVcHo
Fantasy Army,https://www.youtube.com/watch?v=1vPVz5AAau8
CricTalks,https://www.youtube.com/watch?v=bQ3iwOEqsPw
Sports Updates By Chandan 1,https://www.youtube.com/watch?v=1-TqshJqndI
TJK TV,https://www.youtube.com/watch?v=kDvc4MSsnyI
Botafogo TV,https://www.youtube.com/watch?v=29Cb13iYaew
Fluminense Football Club,https://www.youtube.com/watch?v=YHBCtZ5F6y0
Fantasygram,https://www.youtube.com/watch?v=GZDcqpfdI7k
선수탐구,https://www.youtube.com/watch?v=kSAOqPxIDjo
Kanał Sportowy,https://www.youtube.com/watch?v=IP_Nx1jaw5o
TEAMS4WIN,https://www.youtube.com/watch?v=tfwNh8JuLkY
RG La Deportiva,https://www.youtube.com/watch?v=_0_CkNGf2Jk
Sports Yaari,https://www.youtube.com/watch?v=UZWW9aJyO5U
Sports Hour,https://www.youtube.com/watch?v=KbaShcHrFPI
Fenerbahçe Futbol Akademi,https://www.youtube.com/watch?v=wnJhy5t_DX0
Trakin Cricket,https://www.youtube.com/watch?v=kqBrLervJdw
Karceno4Life,https://www.youtube.com/watch?v=JBMUZOP7-yc
KM PUNK,https://www.youtube.com/watch?v=d20nr86luME
Rádio Transamérica Esportes,https://www.youtube.com/watch?v=TBMA_pN-jMw
Egyptian Basketball Federation,https://www.youtube.com/watch?v=CpIdaLk5qJE
Thaboxingvoice,https://www.youtube.com/watch?v=xfeF0cDE_Is
Okko Спорт,https://www.youtube.com/watch?v=i0-MXt29fCE
IFM,https://www.youtube.com/watch?v=4QKqB95glUE
United View,https://www.youtube.com/watch?v=ey9D4xw8Hx4
Rishabh Raj,https://www.youtube.com/watch?v=qZ2kJgf-1YQ
SPORTS TALK,https://www.youtube.com/watch?v=Sy3bOAlYQA8
ECN - European Cricket Network,https://www.youtube.com/watch?v=v9GuE46SG84
Monster Energy Supercross,https://www.youtube.com/watch?v=BGhoFyMLzeY
LIVESTREAM 247,https://www.youtube.com/watch?v=C02PpUGeVoY
NRL - National Rugby League,https://www.youtube.com/watch?v=MkJ5KHAw1Bg
Dan Kwaku Yeboah TV,https://www.youtube.com/watch?v=LKABa_eT2qY
QUEEN Live Gaming,https://www.youtube.com/watch?v=cNpEn-8XQU0
TAY TV,https://www.youtube.com/watch?v=jg3PQdQykjg
CBS Sports Radio,https://www.youtube.com/watch?v=fCGZGh0dfNc
beIN SPORTS Türkiye,https://www.youtube.com/watch?v=MZ5D6NK5Qqo
QUEEN Live Gaming,https://www.youtube.com/watch?v=Ez677ZuDatI
PIE PLAYS,https://www.youtube.com/watch?v=klT9niNlN8I
FM99 ActiveRadio,https://www.youtube.com/watch?v=oSUXU8rrrBQ
IndiaTV Sports,https://www.youtube.com/watch?v=X27HVrxhY_o
PIE PLAYS,https://www.youtube.com/watch?v=ObATz7PTtjA
QUEEN Live Gaming,https://www.youtube.com/watch?v=3xx6eUtkm2M
QUEEN Live Gaming,https://www.youtube.com/watch?v=dstI59kicwc
House of Champions: A CBS Soccer Podcast,https://www.youtube.com/watch?v=-oyBDjcBk5g
TennisCricket.in,https://www.youtube.com/watch?v=xK_H8tz7ZIc
Uncut,https://www.youtube.com/watch?v=Nl0l9ip0mYo
Cricket Info,https://www.youtube.com/watch?v=lCdGyhSwkZQ
FOOTBALL ASEAN,https://www.youtube.com/watch?v=86FXi6f6Z0c
Digital 2 Sports,https://www.youtube.com/watch?v=SruMB7I6nmI
القنوات الرياضية السعودية Official Saudi Sports TV,https://www.youtube.com/watch?v=vI7Fmg4wKts
निसर्गाची नाळ,https://www.youtube.com/watch?v=tUX2xZkuL-c
On Sports,https://www.youtube.com/watch?v=qWQelv3SNwI
FloWrestling,https://www.youtube.com/watch?v=Mzbk7l16UFc
Jansatta,https://www.youtube.com/watch?v=2pXHW-_7low
Fightful Wrestling With Sean Ross Sapp,https://www.youtube.com/watch?v=6aPSR1dYrxU
Millard Ayo,https://www.youtube.com/watch?v=iXodYgTNtGQ
Sân Cỏ Việt Nam,https://www.youtube.com/watch?v=6dtPZXBgrM4
Locked On Utes,https://www.youtube.com/watch?v=PzPb4Ra8jgo


正在直播,#genre#
三立LIVE新聞,https://www.youtube.com/watch?v=jlldIiGA5bU
令狐沖爺爺,https://www.youtube.com/watch?v=-c-IbZtUFNs
GTV DRAMA 八大劇樂部,https://www.youtube.com/watch?v=iZxJDOqg_E0
Lofi Girl,https://www.youtube.com/watch?v=jfKfPfyJRdk
中天電視,https://www.youtube.com/watch?v=oIgbl7t0S_w
Dinter,https://www.youtube.com/watch?v=Qc_CXZRgTz8
八大電視娛樂百分百,https://www.youtube.com/watch?v=b3inNvdedUw
詹姆士出走料理 八大電視,https://www.youtube.com/watch?v=gftmc3xc2FQ
頭條開講,https://www.youtube.com/watch?v=Fa2S4eb9b08
羅傑 Roger,https://www.youtube.com/watch?v=-3q7TtUfTj4
GTV DRAMA 八大劇樂部,https://www.youtube.com/watch?v=_MOhQbKegXs
公視 網路直播頻道,https://www.youtube.com/watch?v=4Uc00FPs27M
台視新聞 TTV NEWS,https://www.youtube.com/watch?v=xL0ch83RAK8
遊戲皮卡嚕 PikaLu,https://www.youtube.com/watch?v=KLb0EiN_XV8
Muse木棉花-闔家歡,https://www.youtube.com/watch?v=UK81GCw1KE8
Lofi Girl,https://www.youtube.com/watch?v=MVPTGNGiI-4
民視新聞網 Formosa TV News network,https://www.youtube.com/watch?v=ylYJSBUgaMA
絕地求生 - PUBG: BATTLEGROUNDS TW,https://www.youtube.com/watch?v=GQnD66EPF2I
Oumua ch. 埃穆亞,https://www.youtube.com/watch?v=FVm9mu1d7pQ
平民百姓,https://www.youtube.com/watch?v=BzX8LNnp1qw
東森新聞 CH51,https://www.youtube.com/watch?v=khuZW5GdBXo
玩什麼鬼啦,https://www.youtube.com/watch?v=W0RXsmpfmew
