MTV点歌37,#genre#
张瀛仁-我的心已经冷,http://em.21dtv.com/songs/60045300.mkv
于寇华+方文琳-我的心我的情,http://em.21dtv.com/songs/60045298.mkv
龙千玉-我的心我的梦,http://em.21dtv.com/songs/60045297.mkv
龙羽-我的心谁能懂,http://em.21dtv.com/songs/60101587.mkv
童安格-我的心让你牵,http://em.21dtv.com/songs/60045284.mkv
隆隆-我的心没有碎,http://em.21dtv.com/songs/60045279.mkv
阿佳组合-我的喜马拉雅,http://em.21dtv.com/songs/60085892.mkv
车婉婉+梁汉文-我的心里是你,http://em.21dtv.com/songs/60045275.mkv
图桠格-我的心灵牧场,http://em.21dtv.com/songs/60072530.mkv
郁可唯-我的心给了你,http://em.21dtv.com/songs/60088753.mkv
陈永强-我的心肝宝贝,http://em.21dtv.com/songs/60102896.mkv
庞晓宇-我的心肝宝贝,http://em.21dtv.com/songs/60085894.mkv
王子鸣-我的心等着你,http://em.21dtv.com/songs/60089416.mkv
蔡琴-我的兄弟姐妹,http://em.21dtv.com/songs/60045313.mkv
蔡琴-我的兄弟姐妹(演唱会),http://em.21dtv.com/songs/60045312.mkv
刘德华-我的心不流泪,http://em.21dtv.com/songs/60090696.mkv
孔先斌-我的网络朋友,http://em.21dtv.com/songs/60113398.mkv
佚名-where do we go from here,http://em.21dtv.com/songs/60006287.mkv
蔚雨芯-why dont you feel me,http://em.21dtv.com/songs/60071691.mkv
罗美玲-为冬天写的诗,http://em.21dtv.com/songs/60043851.mkv
许志安-我的天我的歌,http://em.21dtv.com/songs/60045236.mkv
张学友-我的天我的歌(演唱会),http://em.21dtv.com/songs/60045235.mkv
许志安-我的天我的歌(演唱会),http://em.21dtv.com/songs/60045234.mkv
许志安+刘浩龙-我的天我的歌(演唱会),http://em.21dtv.com/songs/60045233.mkv
赵晨妍-我的他他的她,http://em.21dtv.com/songs/60085891.mkv
李小璐-我的淘气天使,http://em.21dtv.com/songs/60045228.mkv
郑俊海-我搭台你唱戏,http://em.21dtv.com/songs/60100503.mkv
马云龙-我的痛没人懂,http://em.21dtv.com/songs/60068763.mkv
王妍舒-我的童话成真,http://em.21dtv.com/songs/60125905.mkv
阿权-我的头发白了,http://em.21dtv.com/songs/60129712.mkv
天籁天-我的天长地久,http://em.21dtv.com/songs/60120444.mkv
郑少秋-无敌是最寂寞,http://em.21dtv.com/songs/60047086.mkv
西域胡杨-我的深圳故事,http://em.21dtv.com/songs/60078219.mkv
吴胜根-我的岁数怎样,http://em.21dtv.com/songs/60102040.mkv
刘冲-我的深南大道,http://em.21dtv.com/songs/60045201.mkv
麦浚龙-我的失恋女王(演唱会),http://em.21dtv.com/songs/60045210.mkv
胡诺言-我的世界盛事,http://em.21dtv.com/songs/60045216.mkv
陈奕迅-我的世界末日(演唱会),http://em.21dtv.com/songs/60045215.mkv
满江-屋顶上的秋天(演唱会),http://em.21dtv.com/songs/60047055.mkv
杨千嬅-我的生存之道,http://em.21dtv.com/songs/60045205.mkv
彭丽媛-我的士兵兄弟,http://em.21dtv.com/songs/60045212.mkv
沙莎-我的陕北村庄,http://em.21dtv.com/songs/60100267.mkv
朱海君+李明洋-我的人我的梦,http://em.21dtv.com/songs/60068762.mkv
吴俊宏+吴俪-我的人我的梦,http://em.21dtv.com/songs/60045195.mkv
风语-我的情只为你,http://em.21dtv.com/songs/60112386.mkv
易帆-我的情只为你,http://em.21dtv.com/songs/60111934.mkv
龙飘飘-我多情你薄情,http://em.21dtv.com/songs/60045410.mkv
廖昌永-我的牵挂你懂,http://em.21dtv.com/songs/60078215.mkv
钟舒漫-我的青春幽灵,http://em.21dtv.com/songs/60045183.mkv
小男孩乐团-我的亲爱小孩,http://em.21dtv.com/songs/60113427.mkv
顺子-我的朋友betty su,http://em.21dtv.com/songs/60045177.mkv
刘中省-我等你在雨巷,http://em.21dtv.com/songs/60115716.mkv
孙艺玲-忘掉那张俏脸,http://em.21dtv.com/songs/60100846.mkv
游美灵-我等你在荔波,http://em.21dtv.com/songs/60118752.mkv
汪正正-我的女人最好,http://em.21dtv.com/songs/60045174.mkv
子祺-我的农民兄弟,http://em.21dtv.com/songs/60063494.mkv
陆正信-我等你来宜州,http://em.21dtv.com/songs/60121060.mkv
李碧华-我对你好不好(无原唱),http://em.21dtv.com/songs/60045401.mkv
浦航-忘掉你给的美,http://em.21dtv.com/songs/60131615.mkv
浦航-忘掉你给的美,http://em.21dtv.com/songs/60107872.mkv
林海峰-我得你得唔得(演唱会),http://em.21dtv.com/songs/60044975.mkv
阎维文-我等你到天明,http://em.21dtv.com/songs/60045384.mkv
刘辰希-我对你动了心,http://em.21dtv.com/songs/60094839.mkv
雷光夏-我的80年代,http://em.21dtv.com/songs/60044980.mkv
黄立行-我的梦中情人,http://em.21dtv.com/songs/60045164.mkv
高隆-我的梦中姑娘,http://em.21dtv.com/songs/60045163.mkv
覃艺馨-我的梦中国梦,http://em.21dtv.com/songs/60111394.mkv
江美琪-我多么羡慕你,http://em.21dtv.com/songs/60089398.mkv
江美琪-我多么羡幕你,http://em.21dtv.com/songs/60045409.mkv
秋果-我的美女老婆,http://em.21dtv.com/songs/60068759.mkv
刘超华-我的梦你不懂,http://em.21dtv.com/songs/60045160.mkv
廖子褕-我的秘密花园,http://em.21dtv.com/songs/60045165.mkv
陈小玲-我的美丽乡村,http://em.21dtv.com/songs/60102888.mkv
金志文-我的MIDI,http://em.21dtv.com/songs/60080596.mkv
CELINE DION-where does my heart beat now,http://em.21dtv.com/songs/60006289.mkv
陈宏斌-我的蒙古高原,http://em.21dtv.com/songs/60085887.mkv
格格-我的蒙古高原,http://em.21dtv.com/songs/60078212.mkv
容祖儿-我的麻烦男友(演唱会),http://em.21dtv.com/songs/60045154.mkv
音乐走廊+歌一生-我多么的想你,http://em.21dtv.com/songs/60118184.mkv
潘嘉丽-维多利亚的爱,http://em.21dtv.com/songs/60044195.mkv
刘栋升-我的泪为了谁,http://em.21dtv.com/songs/60087408.mkv
刘冲-我的泪为了谁,http://em.21dtv.com/songs/60045146.mkv
许茹芸-我的蓝色夏天,http://em.21dtv.com/songs/60045140.mkv
娃娃+SAIKON-我的赖皮女友,http://em.21dtv.com/songs/60045138.mkv
老猫+赖伟锋-我的雷帝女孩,http://em.21dtv.com/songs/60045143.mkv
张宇-我的快乐与你,http://em.21dtv.com/songs/60092593.mkv
C ALLSTAR-我的快乐时代(演唱会),http://em.21dtv.com/songs/60078210.mkv
陈奕迅-我的快乐时代,http://em.21dtv.com/songs/60045137.mkv
陈奕迅-我的快乐时代(演唱会),http://em.21dtv.com/songs/60045136.mkv
张宇-我的快乐悲伤,http://em.21dtv.com/songs/60045134.mkv
二龙湖浩哥-我地家在四平,http://em.21dtv.com/songs/60127712.mkv
凤凰传奇-我的家在哪里,http://em.21dtv.com/songs/60078208.mkv
李冬风-我的家在陇南,http://em.21dtv.com/songs/60117808.mkv
拉毛王旭-我的家在橄榄坝,http://em.21dtv.com/songs/60069941.mkv
宇海文+娜日-我的家在草原,http://em.21dtv.com/songs/60069940.mkv
刘姝麟-我的锦绣中华,http://em.21dtv.com/songs/60080227.mkv
海生-我的家乡盐城,http://em.21dtv.com/songs/60078207.mkv
陈雨琪-我的家我的国,http://em.21dtv.com/songs/60084023.mkv
周敬-我的今生最爱,http://em.21dtv.com/songs/60078209.mkv
冯允谦-我的九十年代,http://em.21dtv.com/songs/60071240.mkv
顾峰-我的就是你的,http://em.21dtv.com/songs/60045128.mkv
交警宝贝组合-我的交警妈妈,http://em.21dtv.com/songs/60127724.mkv
佚名-袜冻结局的爱,http://em.21dtv.com/songs/60043062.mkv
紫海-我的减肥女友,http://em.21dtv.com/songs/60102608.mkv
葛笑+琴琴-我的红颜知己,http://em.21dtv.com/songs/60122077.mkv
葛笑+笑青-我的红颜知己,http://em.21dtv.com/songs/60117182.mkv
葛笑+徐宏-我的红颜知己,http://em.21dtv.com/songs/60103550.mkv
葛笑+张灵敏-我的红颜知己,http://em.21dtv.com/songs/60099470.mkv
吉香-我的红原草地,http://em.21dtv.com/songs/60045096.mkv
张天龙+门丽-我的好媳妇儿,http://em.21dtv.com/songs/60133651.mkv
白举纲-我都还没长大,http://em.21dtv.com/songs/60112130.mkv
张郎-我的高中女生,http://em.21dtv.com/songs/60086915.mkv
德德玛-我的根在草原,http://em.21dtv.com/songs/60045076.mkv
齐峰-我的根在草原(演唱会),http://em.21dtv.com/songs/60045075.mkv
于洋-我的故乡五华,http://em.21dtv.com/songs/60122472.mkv
张映龙-我的个乡亲们,http://em.21dtv.com/songs/60084333.mkv
龙千玉-我的歌为你唱,http://em.21dtv.com/songs/60136049.mkv
白致瑶-我的父亲母亲,http://em.21dtv.com/songs/60117079.mkv
刘瑞琦-我的烦恼是你,http://em.21dtv.com/songs/60127778.mkv
徐若瑄-我的烦恼是你,http://em.21dtv.com/songs/60045061.mkv
王朝国-我的父母双亲,http://em.21dtv.com/songs/60117919.mkv
黄耀明-我的二十世纪,http://em.21dtv.com/songs/60089056.mkv
葛小虎-我的鄂尔多斯,http://em.21dtv.com/songs/60119936.mkv
大大朋-我到底怎么了,http://em.21dtv.com/songs/60044971.mkv
潘晓峰-我到底算什么,http://em.21dtv.com/songs/60044970.mkv
张振宇-我到底输给谁,http://em.21dtv.com/songs/60044969.mkv
洪卓立-我的独立时代,http://em.21dtv.com/songs/60045058.mkv
张艳奕-我的多啦a梦,http://em.21dtv.com/songs/60045059.mkv
大来-我的大宝贝儿,http://em.21dtv.com/songs/60119386.mkv
马雨梵-我的草原天堂,http://em.21dtv.com/songs/60124719.mkv
高朋-我的草原姑娘,http://em.21dtv.com/songs/60078196.mkv
流苏-忘掉从前的你,http://em.21dtv.com/songs/60102484.mkv
任洁玲-我的痴你的狂,http://em.21dtv.com/songs/60045047.mkv
罗钎予-我的长江黄河,http://em.21dtv.com/songs/60065055.mkv
雷光夏-我的八十年代,http://em.21dtv.com/songs/60045033.mkv
湘齐萌-我的布达拉宫,http://em.21dtv.com/songs/60104290.mkv
TWINS-我的爸爸妈妈(演唱会),http://em.21dtv.com/songs/60045037.mkv
GILLIAN-我的爸爸妈妈(演唱会),http://em.21dtv.com/songs/60045036.mkv
白龙-我的爱只为你,http://em.21dtv.com/songs/60045031.mkv
天籁天-我的爱在哪里,http://em.21dtv.com/songs/60084018.mkv
孙维良-我的爱在海上(演唱会),http://em.21dtv.com/songs/60067553.mkv
一只舟-我的爱在何方,http://em.21dtv.com/songs/60093944.mkv
孙江枫-我的爱像大海,http://em.21dtv.com/songs/60045025.mkv
姜鹏-我的爱像大海,http://em.21dtv.com/songs/60045024.mkv
张道儒-我的爱我明了,http://em.21dtv.com/songs/60097751.mkv
王伟-我的爱桃花开,http://em.21dtv.com/songs/60124245.mkv
石头-我的爱受了伤,http://em.21dtv.com/songs/60078194.mkv
张婷-我的爱受了伤,http://em.21dtv.com/songs/60068756.mkv
陈思彤+王柯淇-我的爱伤了风,http://em.21dtv.com/songs/60078193.mkv
修竹-我的爱去哪了,http://em.21dtv.com/songs/60103886.mkv
林蔷-我的爱请别走,http://em.21dtv.com/songs/60045017.mkv
李猛-我的爱你明白,http://em.21dtv.com/songs/60072526.mkv
郭文俊-我的爱你的菜,http://em.21dtv.com/songs/60085878.mkv
张真菲-我的奥林匹克,http://em.21dtv.com/songs/60063434.mkv
郭燕-我的爱回不来,http://em.21dtv.com/songs/60045003.mkv
索丽娜-我的爱好不好,http://em.21dtv.com/songs/60129473.mkv
叶倩文-我的爱对你说,http://em.21dtv.com/songs/60045001.mkv
杨丞琳-我的爱吊点滴,http://em.21dtv.com/songs/60045000.mkv
艾敬-我的1997,http://em.21dtv.com/songs/60044979.mkv
涓子-我曾真心爱过,http://em.21dtv.com/songs/60105220.mkv
任静-我常在你左右,http://em.21dtv.com/songs/60044951.mkv
涓子-我曾最爱的人,http://em.21dtv.com/songs/60105219.mkv
刘德华-无出息的汉子,http://em.21dtv.com/songs/60047072.mkv
李娜-望城市从故乡,http://em.21dtv.com/songs/60043655.mkv
赵鑫-我承认我错了,http://em.21dtv.com/songs/60118942.mkv
李克勤-未成年同盟会,http://em.21dtv.com/songs/60044233.mkv
李克勤-未成年同盟会(演唱会),http://em.21dtv.com/songs/60044232.mkv
小歆-我从梦中哭醒,http://em.21dtv.com/songs/60094071.mkv
高胜美-未曾留下地址,http://em.21dtv.com/songs/60089009.mkv
佚名-未曾留下地址(无原唱),http://em.21dtv.com/songs/60044229.mkv
OWL CITY-when can i see you again,http://em.21dtv.com/songs/60074123.mkv
龙梅子-完成不了的爱,http://em.21dtv.com/songs/60043095.mkv
钟伟-我不知我爱你,http://em.21dtv.com/songs/60044937.mkv
黄小琥-我不知我爱你(演唱会),http://em.21dtv.com/songs/60044936.mkv
冷酷-握不住手中沙,http://em.21dtv.com/songs/60121416.mkv
谢容儿-我不做你娘娘,http://em.21dtv.com/songs/60080784.mkv
刘小慧-握不住你的手,http://em.21dtv.com/songs/60047020.mkv
六折真人-我把自己灌醉,http://em.21dtv.com/songs/60106616.mkv
邓小龙-我不值得你爱,http://em.21dtv.com/songs/60124542.mkv
肖兵-我不再爱的人,http://em.21dtv.com/songs/60127290.mkv
刘明湘-我不要再比了,http://em.21dtv.com/songs/60127773.mkv
杨千嬅-我不要你爱我,http://em.21dtv.com/songs/60044905.mkv
晖倪-我不要很浪漫,http://em.21dtv.com/songs/60100093.mkv
思小妞-我不要爱情了,http://em.21dtv.com/songs/60094121.mkv
曹磊-我不想再爱你,http://em.21dtv.com/songs/60044891.mkv
杨海彪-我不想再爱了(演唱会),http://em.21dtv.com/songs/60044890.mkv
徐怀钰-我不想一个人,http://em.21dtv.com/songs/60044889.mkv
刘德华-我不相信眼泪,http://em.21dtv.com/songs/60044873.mkv
郭静-我不想忘记你,http://em.21dtv.com/songs/60044887.mkv
CLAIRE-我不想忘记你,http://em.21dtv.com/songs/60044886.mkv
牛奶咖啡-我不想说再见,http://em.21dtv.com/songs/60114672.mkv
含烟-我不想说再见,http://em.21dtv.com/songs/60105692.mkv
佚名-我不想说再见,http://em.21dtv.com/songs/60044884.mkv
白雪-我不想说再见,http://em.21dtv.com/songs/60044883.mkv
易帆-我不想说分手,http://em.21dtv.com/songs/60044881.mkv
唐以菲-我不想离开你,http://em.21dtv.com/songs/60044877.mkv
黄耀明-舞吧舞吧舞吧(演唱会),http://em.21dtv.com/songs/60047764.mkv
裘海正-我不是真的醉,http://em.21dtv.com/songs/60044864.mkv
赵本水-我不是赵本山,http://em.21dtv.com/songs/60065046.mkv
肖剑-我不是燕小六,http://em.21dtv.com/songs/60044857.mkv
陈楚生-我不是我自己,http://em.21dtv.com/songs/60088894.mkv
庞锟-我不是土豪哥,http://em.21dtv.com/songs/60094888.mkv
BUDDY-我不是宋承宪,http://em.21dtv.com/songs/60044850.mkv
大鹏+徐熙娣-我不是潘金莲,http://em.21dtv.com/songs/60128943.mkv
詹雅雯-我不是你的人(无原唱),http://em.21dtv.com/songs/60044839.mkv
回音哥-我不是你的狗,http://em.21dtv.com/songs/60103992.mkv
李美妙-我不上你的当,http://em.21dtv.com/songs/60119668.mkv
小斯韵-我不上你的当,http://em.21dtv.com/songs/60044811.mkv
沈芯羽-我不上你的当,http://em.21dtv.com/songs/60044810.mkv
肖军-我不是刘德华,http://em.21dtv.com/songs/60044837.mkv
陈雷-我不是开玩笑(无原唱),http://em.21dtv.com/songs/60044836.mkv
妞妞-我不是江南style,http://em.21dtv.com/songs/60078173.mkv
丢丢+FEATURING+潘艺-我不是坏小孩,http://em.21dtv.com/songs/60044831.mkv
廖鸿飞-我不是好男人,http://em.21dtv.com/songs/60115143.mkv
李泽坚-我不是坏男人,http://em.21dtv.com/songs/60102347.mkv
廖鸿飞-我不是好男人,http://em.21dtv.com/songs/60097744.mkv
谢子锋-我不是坏男人,http://em.21dtv.com/songs/60044828.mkv
高以爱-我不是坏女孩,http://em.21dtv.com/songs/60044830.mkv
芭比-我不是坏女孩,http://em.21dtv.com/songs/60044829.mkv
高安+曹磊-我不是高富帅,http://em.21dtv.com/songs/60085873.mkv
高山林-我不是高富帅,http://em.21dtv.com/songs/60068753.mkv
王盛楠-我不是范冰冰,http://em.21dtv.com/songs/60085872.mkv
黄品冠-我比谁都清楚,http://em.21dtv.com/songs/60044731.mkv
陈晓东-我比谁都清楚,http://em.21dtv.com/songs/60044730.mkv
童唱-我不是歹囝仔,http://em.21dtv.com/songs/60044818.mkv
佚名-我比谁都爱你,http://em.21dtv.com/songs/60044729.mkv
老猫-我不是陈冠希,http://em.21dtv.com/songs/60044817.mkv
孔朝-我不是不温柔,http://em.21dtv.com/songs/60114477.mkv
郭思源-我不是不爱你,http://em.21dtv.com/songs/60117286.mkv
郑源+郑东-我不是不爱你,http://em.21dtv.com/songs/60096511.mkv
姜育恒-我不是不爱你,http://em.21dtv.com/songs/60044816.mkv
吴雨霏-我本人(演唱会),http://em.21dtv.com/songs/60078163.mkv
姚亦晴(Shiny)-我不认识的我,http://em.21dtv.com/songs/60133541.mkv
姚亦晴-我不认识的我,http://em.21dtv.com/songs/60132344.mkv
佚名-what becomes of the broken hea,http://em.21dtv.com/songs/60006187.mkv
林忆莲-我不能忘记你,http://em.21dtv.com/songs/60135424.mkv
佚名-五百年前的爱,http://em.21dtv.com/songs/60047627.mkv
高晓通+桃子-我不能没有你,http://em.21dtv.com/songs/60114905.mkv
于昌兴-我不能没有你,http://em.21dtv.com/songs/60097745.mkv
胡量-我不能没有你,http://em.21dtv.com/songs/60071231.mkv
佚名-我不能没信心,http://em.21dtv.com/songs/60044798.mkv
佚名-我不能没信心(无原唱),http://em.21dtv.com/songs/60044797.mkv
李虎-我把你弄丢了,http://em.21dtv.com/songs/60108586.mkv
胡力-我被你宠坏了,http://em.21dtv.com/songs/60044721.mkv
王檀-我不能不爱你,http://em.21dtv.com/songs/60115300.mkv
言承旭-我不能不爱你,http://em.21dtv.com/songs/60044795.mkv
佚名-我不能不爱你(慢四),http://em.21dtv.com/songs/60044794.mkv
郑玉华-忘不了遇上你,http://em.21dtv.com/songs/60134309.mkv
杨宗纬-我变了我没变,http://em.21dtv.com/songs/60112016.mkv
杨宗纬-我变了我没变,http://em.21dtv.com/songs/60111185.mkv
六哲-忘不了你的好,http://em.21dtv.com/songs/60061648.mkv
陈建-忘不了放不下,http://em.21dtv.com/songs/60083957.mkv
安东阳-忘不了的温柔,http://em.21dtv.com/songs/60086900.mkv
王艺-忘不了的无奈,http://em.21dtv.com/songs/60043501.mkv
杨皓天-忘不了的是你,http://em.21dtv.com/songs/60106011.mkv
杨皓天-忘不了的是你,http://em.21dtv.com/songs/60085824.mkv
王易俊-微博里的情缘,http://em.21dtv.com/songs/60085829.mkv
张德豪-忘不了爱不起,http://em.21dtv.com/songs/60043490.mkv
哈小哲-我爸就是你爸,http://em.21dtv.com/songs/60115065.mkv
张三李四-我爸就是你爸,http://em.21dtv.com/songs/60114521.mkv
李玟-我被回忆牵绊,http://em.21dtv.com/songs/60091338.mkv
王铮亮+刘涛-我不会一个人,http://em.21dtv.com/songs/60101456.mkv
SHANIA TWAIN-whose bed have your boots been,http://em.21dtv.com/songs/60006322.mkv
钟洁-我不会喜欢你,http://em.21dtv.com/songs/60084014.mkv
陈柏霖-我不会喜欢你,http://em.21dtv.com/songs/60065042.mkv
林昕阳-我不很爱你了,http://em.21dtv.com/songs/60044767.mkv
培圣-我不懂这爱情,http://em.21dtv.com/songs/60044750.mkv
刘小慧-握不到你的手,http://em.21dtv.com/songs/60047017.mkv
张艺婷-忘不掉你的美,http://em.21dtv.com/songs/60132467.mkv
吴灿涛-我比从前寂寞,http://em.21dtv.com/songs/60106682.mkv
常君-五百次的回眸,http://em.21dtv.com/songs/60059623.mkv
许志安-我不爱我自己,http://em.21dtv.com/songs/60044740.mkv
甜美真+汕汕-我把爱告诉海,http://em.21dtv.com/songs/60065039.mkv
陈慧琳-我不爱高帕飞,http://em.21dtv.com/songs/60093460.mkv
陈瑞-为爱一生守候,http://em.21dtv.com/songs/60105497.mkv
江美琪-Way Oh,http://em.21dtv.com/songs/60107015.mkv
许冠英-我阿英个老婆(演唱会),http://em.21dtv.com/songs/60044534.mkv
陈明真-为爱笑着流泪,http://em.21dtv.com/songs/60043844.mkv
于海霞-我爱我的祖国,http://em.21dtv.com/songs/60108280.mkv
戴玉强-我爱我的祖国,http://em.21dtv.com/songs/60044684.mkv
常思思-我爱我的祖国,http://em.21dtv.com/songs/60044683.mkv
张志林-我爱我的老婆,http://em.21dtv.com/songs/60044682.mkv
陈盈洁-我爱我的歌迷,http://em.21dtv.com/songs/60044681.mkv
陈一郎-望啊望等啊等(无原唱),http://em.21dtv.com/songs/60095967.mkv
Tiesto+Matthew Koma-Wasted,http://em.21dtv.com/songs/60125024.mkv
陈松伶-我爱上了英雄,http://em.21dtv.com/songs/60044673.mkv
波拉-我爱上了寂寞,http://em.21dtv.com/songs/60085866.mkv
袁攀-惟爱你在昨天,http://em.21dtv.com/songs/60068740.mkv
林隆璇-我爱你这样深,http://em.21dtv.com/songs/60044652.mkv
高胜美-我爱你这样深,http://em.21dtv.com/songs/60044651.mkv
光良-我爱你在哪里,http://em.21dtv.com/songs/60090653.mkv
阿四龙组合-我爱你知道吗,http://em.21dtv.com/songs/60108959.mkv
望海高歌-我爱你我等你,http://em.21dtv.com/songs/60115980.mkv
罗宾-我爱你我爱你,http://em.21dtv.com/songs/60102624.mkv
林良欢-我爱你千万年,http://em.21dtv.com/songs/60122909.mkv
常健鸿-我爱你请别走,http://em.21dtv.com/songs/60061671.mkv
刘尊-我爱你那么深,http://em.21dtv.com/songs/60044636.mkv
萧亚轩-我爱你那么多,http://em.21dtv.com/songs/60044635.mkv
萧亚轩-我爱你那么多(演唱会),http://em.21dtv.com/songs/60044634.mkv
林葳+陈冠霖-我爱你你爱我,http://em.21dtv.com/songs/60117851.mkv
李爱-我爱你就够了,http://em.21dtv.com/songs/60078151.mkv
